time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
3.345826,0.0135,-0.0218,0.0329,0.042
3.352309,0.0135,-0.0050,0.0497,0.052
3.361258,0.0186,-0.0122,0.0497,0.054
3.368594,0.0090,-0.0217,0.0640,0.068
3.376639,0.0063,-0.0121,0.0640,0.065
3.385347,0.0084,-0.0264,0.0617,0.068
3.393037,0.0228,0.0071,0.0593,0.064
3.400911,0.0157,-0.0072,0.0353,0.039
3.408803,0.0206,-0.0191,0.0640,0.070
3.417162,0.0206,-0.0095,0.0664,0.070
3.424729,0.0061,-0.0191,0.0569,0.060
3.433483,0.0157,-0.0215,0.0640,0.069
3.440294,-0.0034,-0.0095,0.0640,0.065
3.448490,-0.0032,0.0002,0.0449,0.045
3.456490,0.0201,-0.0094,0.0760,0.079
3.465348,0.0249,-0.0188,0.0640,0.071
3.473948,0.0033,-0.0116,0.0521,0.053
3.482442,0.0130,-0.0067,0.0664,0.068
3.491606,0.0249,-0.0068,0.0545,0.060
3.498610,0.0105,0.0029,0.0593,0.060
3.504564,0.0204,-0.0210,0.0616,0.068
3.512389,0.0012,-0.0067,0.0545,0.055
3.520326,0.0180,0.0030,0.0257,0.032
3.528568,0.0060,-0.0114,0.0401,0.042
3.536311,0.0057,-0.0185,0.0569,0.060
3.544278,0.0080,-0.0041,0.0569,0.058
3.552470,0.0152,-0.0064,0.0521,0.055
3.560335,0.0103,-0.0159,0.0425,0.047
3.568193,0.0032,-0.0040,0.0353,0.036
3.576381,0.0006,-0.0111,0.0449,0.046
3.584482,0.0174,-0.0063,0.0545,0.058
3.592222,-0.0043,-0.0254,0.0688,0.073
3.600472,0.0051,-0.0086,0.0593,0.060
3.608691,0.0077,-0.0206,0.0425,0.048
3.616563,0.0078,0.0033,0.0497,0.050
3.624490,0.0102,-0.0014,0.0545,0.055
3.632372,0.0079,0.0035,0.0545,0.055
3.640912,0.0127,-0.0156,0.0569,0.060
3.648667,0.0008,-0.0012,0.0497,0.050
3.657892,0.0127,-0.0060,0.0616,0.063
3.666119,0.0223,-0.0157,0.0473,0.055
3.674537,0.0151,-0.0108,0.0545,0.058
3.682948,0.0175,-0.0060,0.0521,0.055
3.690983,0.0222,-0.0132,0.0712,0.076
3.699762,0.0149,-0.0083,0.0425,0.046
3.710449,0.0150,-0.0084,0.0497,0.053
3.715460,0.0272,-0.0179,0.0569,0.066
3.720811,0.0081,-0.0179,0.0808,0.083
3.728840,0.0105,-0.0156,0.0569,0.060
3.736703,0.0127,-0.0131,0.0688,0.071
3.745694,0.0127,0.0061,0.0545,0.056
3.752934,0.0148,-0.0034,0.0664,0.068
3.761497,0.0219,-0.0226,0.0473,0.057
3.769381,0.0123,-0.0249,0.0473,0.055
3.776781,0.0102,0.0015,0.0521,0.053
3.784649,0.0103,0.0086,0.0592,0.061
3.792953,0.0102,-0.0129,0.0473,0.050
3.801306,0.0005,-0.0200,0.0353,0.041
3.810803,0.0102,-0.0175,0.0736,0.076
3.817898,0.0127,-0.0126,0.0449,0.048
3.824754,-0.0041,-0.0174,0.0449,0.048
3.833197,-0.0042,-0.0103,0.0592,0.060
3.842488,-0.0067,-0.0078,0.0377,0.039
3.849245,0.0006,0.0018,0.0425,0.043
3.858071,0.0077,-0.0173,0.0521,0.055
3.866389,-0.0019,-0.0054,0.0521,0.052
3.874649,0.0100,0.0018,0.0616,0.062
3.882683,0.0004,-0.0124,0.0473,0.049
3.891645,0.0196,-0.0171,0.0521,0.058
3.899775,0.0053,-0.0146,0.0449,0.048
3.907631,0.0197,-0.0146,0.0497,0.055
3.919447,0.0079,-0.0050,0.0521,0.053
3.921617,0.0007,-0.0121,0.0209,0.024
3.929117,-0.0064,-0.0003,0.0425,0.043
3.937428,0.0200,-0.0242,0.0712,0.078
3.945828,0.0152,-0.0026,0.0425,0.045
3.953567,0.0129,-0.0122,0.0688,0.071
3.962026,-0.0038,0.0021,0.0544,0.055
3.969545,-0.0062,-0.0075,0.0521,0.053
3.976899,0.0034,0.0045,0.0449,0.045
3.984851,0.0009,-0.0051,0.0592,0.059
3.993100,0.0082,-0.0147,0.0425,0.046
4.001478,0.0010,-0.0196,0.0712,0.074
4.010987,-0.0013,-0.0052,0.0425,0.043
4.016867,0.0035,-0.0004,0.0377,0.038
4.024596,0.0227,-0.0172,0.0353,0.045
4.032820,-0.0037,0.0045,0.0497,0.050
4.041466,0.0057,-0.0122,0.0329,0.036
4.049504,0.0153,-0.0121,0.0401,0.045
4.058368,0.0200,-0.0099,0.0544,0.059
4.067012,0.0272,0.0022,0.0616,0.067
4.074337,0.0202,0.0046,0.0568,0.060
4.083348,0.0154,-0.0025,0.0568,0.059
4.091546,0.0249,-0.0002,0.0425,0.049
4.100230,0.0106,-0.0122,0.0640,0.066
4.108581,-0.0037,-0.0025,0.0401,0.040
4.113112,0.0036,0.0094,0.0640,0.065
4.123802,0.0035,-0.0240,0.0664,0.071
4.129354,0.0227,-0.0121,0.0473,0.054
4.142393,0.0250,0.0023,0.0449,0.051
4.147522,0.0081,-0.0263,0.0377,0.047
4.152890,0.0081,-0.0193,0.0544,0.058
4.160569,0.0104,-0.0002,0.0497,0.051
4.169290,0.0128,-0.0096,0.0592,0.061
4.176450,0.0103,0.0096,0.0616,0.063
4.184837,0.0127,-0.0145,0.0664,0.069
4.192746,0.0149,-0.0096,0.0664,0.069
4.201051,0.0221,0.0096,0.0497,0.055
4.208717,0.0244,0.0001,0.0377,0.045
4.217294,0.0002,-0.0095,0.0449,0.046
4.224307,0.0170,0.0025,0.0497,0.053
4.232441,-0.0044,-0.0119,0.0592,0.061
4.240871,0.0028,-0.0048,0.0353,0.036
4.248403,-0.0067,-0.0048,0.0616,0.062
4.256920,0.0150,-0.0071,0.0568,0.059
4.266193,0.0077,-0.0142,0.0592,0.061
4.273830,0.0056,0.0025,0.0449,0.045
4.283092,0.0127,-0.0191,0.0497,0.055
4.291248,0.0128,0.0048,0.0568,0.058
4.299567,0.0033,-0.0095,0.0497,0.051
4.307675,0.0034,-0.0166,0.0688,0.071
4.319055,-0.0061,-0.0213,0.0473,0.052
4.321214,0.0083,-0.0166,0.0736,0.076
4.329129,0.0203,0.0049,0.0592,0.063
4.337832,0.0036,-0.0286,0.0568,0.064
4.345479,0.0085,-0.0285,0.0496,0.058
4.353247,0.0157,-0.0141,0.0760,0.079
4.361739,0.0157,-0.0166,0.0664,0.070
4.369682,0.0086,-0.0023,0.0449,0.046
4.377013,0.0230,0.0072,0.0520,0.057
4.385250,0.0111,-0.0022,0.0592,0.060
4.392505,0.0231,-0.0021,0.0377,0.044
4.400441,0.0064,-0.0189,0.0640,0.067
4.410171,0.0135,-0.0070,0.0592,0.061
4.418118,0.0136,-0.0070,0.0496,0.052
4.424698,-0.0055,-0.0093,0.0616,0.063
4.432859,0.0137,-0.0188,0.0448,0.051
4.440870,0.0018,-0.0117,0.0520,0.053
4.450744,0.0018,-0.0021,0.0496,0.050
4.457722,-0.0077,-0.0070,0.0712,0.072
4.465144,0.0089,-0.0070,0.0592,0.060
4.472854,0.0137,-0.0165,0.0664,0.070
4.480431,0.0090,-0.0069,0.0520,0.053
4.488877,-0.0006,-0.0022,0.0472,0.047
4.498835,0.0067,-0.0141,0.0305,0.034
4.506157,0.0043,-0.0118,0.0664,0.068
4.512408,-0.0005,-0.0022,0.0616,0.062
4.520395,0.0045,-0.0069,0.0472,0.048
4.528322,0.0261,-0.0069,0.0496,0.057
4.536366,0.0166,-0.0093,0.0640,0.067
4.544525,0.0048,0.0027,0.0592,0.059
4.552177,0.0049,0.0051,0.0424,0.043
4.560490,0.0025,-0.0045,0.0664,0.067
4.568210,0.0074,-0.0045,0.0544,0.055
4.576269,0.0001,-0.0069,0.0712,0.072
4.584138,0.0192,-0.0164,0.0544,0.060
4.592253,0.0144,0.0004,0.0736,0.075
4.600300,0.0026,-0.0140,0.0448,0.047
4.608487,0.0099,-0.0020,0.0712,0.072
4.616431,0.0244,-0.0092,0.0496,0.056
4.624275,0.0053,-0.0189,0.0544,0.058
4.632598,-0.0019,0.0027,0.0712,0.071
4.640266,0.0221,-0.0260,0.0831,0.090
4.648548,-0.0065,-0.0022,0.0520,0.052
4.656712,0.0007,0.0050,0.0568,0.057
4.664423,0.0246,-0.0093,0.0736,0.078
4.672449,0.0078,0.0051,0.0568,0.058
4.680658,0.0246,-0.0116,0.0760,0.081
4.688680,0.0128,-0.0188,0.0544,0.059
4.698206,-0.0015,-0.0068,0.0783,0.079
4.706189,0.0343,-0.0043,0.0616,0.071
4.714921,0.0199,0.0077,0.0688,0.072
4.726573,0.0152,-0.0163,0.0688,0.072
4.729645,0.0247,-0.0091,0.0664,0.071
4.737581,0.0176,-0.0115,0.0736,0.077
4.745953,-0.0064,0.0028,0.0640,0.064
4.752592,-0.0016,0.0075,0.0592,0.060
4.761107,0.0154,-0.0117,0.0616,0.065
4.769335,-0.0036,-0.0068,0.0688,0.069
4.777569,0.0155,-0.0069,0.0448,0.048
4.785442,0.0014,0.0001,0.0688,0.069
4.793129,0.0110,0.0003,0.0712,0.072
4.800417,0.0087,-0.0093,0.0688,0.070
4.818756,0.0134,-0.0165,0.0664,0.070
4.820026,0.0111,-0.0046,0.0712,0.072
4.825660,0.0231,0.0075,0.0520,0.057
4.832305,0.0064,-0.0117,0.0664,0.068
4.840513,-0.0056,0.0099,0.0544,0.056
4.848306,0.0257,0.0028,0.0448,0.052
4.856589,0.0067,-0.0141,0.0568,0.059
4.864800,0.0211,-0.0141,0.0711,0.076
4.872676,0.0115,-0.0045,0.0640,0.065
4.881610,0.0067,-0.0069,0.0400,0.041
4.888582,-0.0028,-0.0237,0.0807,0.084
4.896943,0.0187,-0.0237,0.0759,0.082
4.905802,0.0041,0.0027,0.0592,0.059
4.913807,0.0043,0.0052,0.0640,0.064
4.923161,0.0042,-0.0186,0.0688,0.071
4.928822,0.0019,-0.0114,0.0568,0.058
4.936755,0.0116,-0.0067,0.0783,0.079
4.944756,0.0167,-0.0090,0.0496,0.053
4.952479,0.0142,0.0006,0.0616,0.063
4.960442,0.0023,-0.0042,0.0783,0.078
4.968527,0.0047,0.0030,0.0616,0.062
4.976928,0.0144,-0.0258,0.0592,0.066
4.984900,0.0024,-0.0018,0.0592,0.059
4.993700,0.0025,-0.0067,0.0520,0.052
5.001495,0.0003,-0.0018,0.0640,0.064
5.009448,0.0195,0.0029,0.0424,0.047
5.018762,0.0004,-0.0115,0.0759,0.077
5.024871,0.0195,-0.0210,0.0520,0.059
5.033211,0.0003,-0.0089,0.0568,0.057
5.041324,0.0052,-0.0041,0.0496,0.050
5.049019,0.0004,-0.0065,0.0544,0.055
5.058045,0.0243,-0.0257,0.0663,0.075
5.066132,0.0123,-0.0089,0.0687,0.070
5.075747,0.0028,0.0006,0.0520,0.052
5.083129,0.0173,-0.0090,0.0496,0.053
5.091042,0.0126,-0.0137,0.0616,0.064
5.098202,0.0223,-0.0137,0.0544,0.060
5.108372,0.0104,-0.0112,0.0592,0.061
5.113480,0.0322,0.0008,0.0735,0.080
5.125294,0.0155,-0.0040,0.0783,0.080
5.132311,0.0083,-0.0040,0.0544,0.055
5.136315,0.0108,-0.0016,0.0711,0.072
5.147103,0.0084,-0.0016,0.0711,0.072
5.154614,0.0013,-0.0089,0.0711,0.072
5.160302,0.0087,-0.0113,0.0544,0.056
5.168406,0.0087,-0.0113,0.0591,0.061
5.176183,0.0136,-0.0015,0.0567,0.058
5.184290,0.0113,-0.0015,0.0472,0.049
5.192358,0.0257,-0.0182,0.0591,0.067
5.200212,0.0136,-0.0014,0.0615,0.063
5.208380,0.0112,-0.0205,0.0759,0.079
5.216434,0.0114,0.0083,0.0639,0.065
5.224556,0.0041,-0.0228,0.0807,0.084
5.232422,0.0139,0.0037,0.0783,0.080
5.240420,0.0069,0.0109,0.0591,0.061
5.248275,0.0045,-0.0060,0.0591,0.060
5.256378,0.0142,0.0059,0.0735,0.075
5.264254,0.0310,0.0011,0.0735,0.080
5.272699,0.0191,-0.0061,0.0543,0.058
5.280490,0.0120,-0.0037,0.0519,0.053
5.288519,0.0026,0.0010,0.0783,0.078
5.296882,0.0074,-0.0134,0.0591,0.061
5.305334,0.0240,0.0034,0.0496,0.055
5.313370,0.0193,-0.0038,0.0519,0.056
5.323085,0.0167,-0.0182,0.0663,0.071
5.330131,0.0071,-0.0207,0.0472,0.052
5.336383,0.0407,-0.0207,0.0687,0.082
5.344223,0.0118,-0.0039,0.0711,0.072
5.352501,0.0189,0.0009,0.0591,0.062
5.360341,0.0165,-0.0086,0.0735,0.076
5.368223,0.0141,0.0056,0.0591,0.061
5.377098,0.0092,-0.0040,0.0591,0.060
5.386655,0.0163,-0.0160,0.0735,0.077
5.392117,0.0163,-0.0016,0.0567,0.059
5.400420,0.0115,-0.0088,0.0567,0.059
5.408198,0.0186,-0.0112,0.0567,0.061
5.416452,0.0136,-0.0159,0.0711,0.074
5.424579,0.0136,-0.0088,0.0567,0.059
5.432709,0.0184,-0.0137,0.0687,0.072
5.440639,-0.0031,0.0006,0.0591,0.059
5.448882,0.0279,-0.0066,0.0735,0.079
5.457431,0.0135,-0.0067,0.0591,0.061
5.464703,0.0015,-0.0068,0.0615,0.062
5.472468,0.0134,0.0005,0.0520,0.054
5.481621,0.0086,0.0029,0.0568,0.057
5.489885,0.0086,-0.0019,0.0472,0.048
5.498743,0.0039,-0.0212,0.0615,0.065
5.506033,0.0207,-0.0211,0.0663,0.073
5.515000,0.0254,-0.0090,0.0544,0.061
5.527396,0.0134,0.0029,0.0879,0.089
5.529207,0.0109,-0.0113,0.0400,0.043
5.536824,0.0133,-0.0184,0.0520,0.057
5.545380,0.0107,-0.0089,0.0639,0.065
5.553175,0.0203,-0.0161,0.0544,0.060
5.561886,0.0178,-0.0185,0.0663,0.071
5.569262,0.0058,-0.0208,0.0520,0.056
5.577090,0.0249,0.0033,0.0711,0.075
5.585599,0.0202,-0.0015,0.0615,0.065
5.592298,0.0103,-0.0038,0.0759,0.077
5.600728,0.0174,0.0036,0.0663,0.069
5.609730,0.0055,0.0131,0.0759,0.077
5.617244,0.0102,-0.0132,0.0592,0.061
5.624708,0.0176,-0.0012,0.0568,0.059
5.632732,0.0151,-0.0060,0.0807,0.082
5.641358,0.0224,0.0036,0.0639,0.068
5.648702,0.0128,-0.0059,0.0472,0.049
5.656743,0.0152,0.0013,0.0496,0.052
5.664920,0.0055,-0.0178,0.0544,0.057
5.673335,0.0055,-0.0081,0.0544,0.055
5.682410,0.0126,-0.0009,0.0615,0.063
5.690437,0.0007,-0.0177,0.0568,0.059
5.697842,0.0151,-0.0081,0.0783,0.080
5.706019,0.0271,-0.0104,0.0783,0.084
5.714194,0.0174,0.0016,0.0903,0.092
5.726893,0.0102,-0.0176,0.0735,0.076
5.731490,0.0124,-0.0080,0.0711,0.073
5.740921,-0.0044,-0.0273,0.0592,0.065
5.744422,0.0100,0.0014,0.0592,0.060
5.752520,0.0123,0.0015,0.0615,0.063
5.761331,-0.0093,0.0015,0.0831,0.084
5.768548,0.0266,-0.0129,0.0807,0.086
5.776566,0.0220,-0.0009,0.0592,0.063
5.784574,0.0219,-0.0057,0.0639,0.068
5.792823,0.0004,-0.0129,0.0711,0.072
5.801090,0.0076,-0.0177,0.0592,0.062
5.808588,0.0195,0.0015,0.0807,0.083
5.818093,0.0003,-0.0153,0.0472,0.050
5.826103,0.0243,-0.0009,0.0711,0.075
5.832905,0.0122,0.0063,0.0783,0.080
5.841264,0.0195,-0.0272,0.0544,0.064
5.849084,0.0027,-0.0178,0.0400,0.044
5.857630,0.0171,0.0037,0.0735,0.076
5.864722,0.0100,-0.0083,0.0711,0.072
5.873586,0.0125,-0.0034,0.0592,0.061
5.881441,-0.0044,-0.0106,0.0735,0.074
5.888844,-0.0020,-0.0177,0.0448,0.048
5.898066,0.0123,-0.0010,0.0520,0.053
5.906919,0.0099,-0.0106,0.0639,0.066
5.914549,0.0219,-0.0178,0.0472,0.055
5.926431,0.0147,-0.0010,0.0615,0.063
5.931852,0.0218,-0.0106,0.0639,0.068
5.938958,0.0242,-0.0179,0.0711,0.077
5.947623,0.0194,-0.0010,0.0855,0.088
5.955815,0.0146,-0.0010,0.0592,0.061
5.961550,0.0146,-0.0153,0.0711,0.074
5.969763,0.0170,-0.0057,0.0615,0.064
5.978088,0.0002,-0.0034,0.0639,0.064
5.986218,0.0002,-0.0225,0.0496,0.054
5.993545,0.0217,-0.0011,0.0639,0.068
6.002010,0.0145,-0.0202,0.0687,0.073
6.009394,0.0121,-0.0082,0.0544,0.056
6.017819,0.0049,-0.0081,0.0496,0.050
6.025389,0.0215,-0.0081,0.0735,0.077
6.032812,0.0288,-0.0128,0.0496,0.059
6.041257,0.0191,0.0089,0.0759,0.079
6.049173,0.0096,0.0041,0.0639,0.065
6.056654,0.0000,-0.0295,0.0544,0.062
6.065288,0.0143,0.0017,0.0592,0.061
6.073614,-0.0000,0.0016,0.0520,0.052
6.081499,0.0096,-0.0032,0.0520,0.053
6.089974,0.0096,-0.0151,0.0496,0.053
6.097395,0.0264,-0.0127,0.0711,0.077
6.106609,0.0071,-0.0103,0.0735,0.075
6.115214,0.0240,0.0042,0.0687,0.073
6.126734,0.0144,-0.0150,0.0544,0.058
6.129149,0.0145,-0.0246,0.0520,0.059
6.136954,0.0024,-0.0053,0.0328,0.033
6.148229,0.0001,0.0187,0.0544,0.057
6.160266,0.0024,-0.0220,0.0663,0.070
6.162673,0.0167,-0.0124,0.0496,0.054
6.168286,0.0190,0.0019,0.0639,0.067
6.176391,0.0237,-0.0171,0.0615,0.068
6.184272,0.0070,-0.0098,0.0568,0.058
6.192338,0.0069,-0.0169,0.0615,0.064
6.200480,0.0140,0.0023,0.0400,0.042
6.208434,0.0164,-0.0072,0.0496,0.053
6.216502,0.0235,0.0119,0.0663,0.071
6.224932,0.0211,-0.0048,0.0735,0.077
6.234524,0.0139,0.0096,0.0472,0.050
6.240303,-0.0077,-0.0049,0.0568,0.057
6.248282,0.0162,0.0023,0.0592,0.061
6.256543,0.0186,0.0047,0.0520,0.055
6.264491,-0.0030,0.0119,0.0472,0.049
6.272644,0.0089,-0.0000,0.0544,0.055
6.280555,0.0184,0.0047,0.0783,0.081
6.288316,0.0183,-0.0072,0.0472,0.051
6.296381,0.0136,0.0047,0.0616,0.063
6.304557,0.0015,-0.0001,0.0592,0.059
6.312706,0.0229,0.0071,0.0592,0.064
6.321284,0.0109,-0.0168,0.0472,0.051
6.333068,0.0276,-0.0072,0.0424,0.051
6.339195,0.0181,-0.0073,0.0616,0.065
6.346118,0.0300,-0.0169,0.0592,0.068
6.352453,0.0035,-0.0121,0.0520,0.053
6.361920,-0.0013,-0.0097,0.0592,0.060
6.368894,-0.0014,-0.0002,0.0520,0.052
6.377685,-0.0013,-0.0098,0.0496,0.051
6.384943,0.0130,-0.0074,0.0400,0.043
6.392883,0.0131,-0.0074,0.0592,0.061
6.402230,0.0154,-0.0051,0.0496,0.052
6.408965,0.0203,-0.0171,0.0424,0.050
6.417321,0.0178,0.0141,0.0568,0.061
6.425285,0.0059,0.0020,0.0616,0.062
6.433091,0.0036,-0.0052,0.0496,0.050
6.441314,0.0083,-0.0076,0.0544,0.056
6.449271,0.0129,-0.0052,0.0640,0.065
6.457029,0.0081,-0.0146,0.0568,0.059
6.465076,0.0132,-0.0074,0.0616,0.063
6.472902,0.0132,-0.0123,0.0568,0.060
6.481054,0.0131,0.0022,0.0592,0.061
6.489337,0.0013,0.0070,0.0640,0.064
6.497653,0.0156,0.0022,0.0735,0.075
6.506420,0.0157,-0.0146,0.0592,0.063
6.514669,0.0180,-0.0001,0.0663,0.069
6.522361,0.0211,-0.0074,0.0735,0.077
6.533342,0.0067,-0.0099,0.0520,0.053
6.538244,0.0138,-0.0074,0.0448,0.047
6.546388,0.0234,0.0094,0.0448,0.051
6.554882,0.0137,-0.0097,0.0663,0.068
6.563033,0.0207,-0.0049,0.0520,0.056
6.571548,0.0063,-0.0240,0.0544,0.060
6.580394,0.0109,-0.0097,0.0520,0.054
6.584864,0.0181,-0.0097,0.0592,0.063
6.592949,0.0086,-0.0073,0.0687,0.070
6.601043,0.0084,-0.0121,0.0807,0.082
6.608954,0.0228,-0.0074,0.0568,0.062
6.617558,0.0131,0.0117,0.0687,0.071
6.625289,0.0226,-0.0003,0.0664,0.070
6.633510,0.0153,0.0046,0.0616,0.064
6.641196,0.0317,0.0072,0.0472,0.057
6.648931,0.0244,-0.0025,0.0352,0.043
6.657033,0.0149,-0.0049,0.0616,0.064
6.664842,0.0006,-0.0168,0.0544,0.057
6.672934,0.0149,-0.0025,0.0520,0.054
6.680958,0.0169,0.0023,0.0400,0.044
6.689021,0.0074,-0.0049,0.0424,0.043
6.698111,0.0170,-0.0192,0.0424,0.050
6.706448,0.0002,-0.0026,0.0472,0.047
6.714465,-0.0023,-0.0121,0.0568,0.058
6.722896,0.0023,-0.0025,0.0688,0.069
