time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
10.098030,0.0096,-0.0081,0.0641,0.065
10.105070,0.0168,-0.0033,0.0761,0.078
10.113712,0.0072,-0.0082,0.0905,0.091
10.121120,0.0120,-0.0273,0.0737,0.080
10.128863,0.0119,-0.0274,0.0929,0.098
10.138203,0.0191,0.0061,0.0474,0.051
10.144876,-0.0002,-0.0248,0.0761,0.080
10.152788,0.0237,-0.0199,0.1000,0.105
10.160766,-0.0051,-0.0245,0.0402,0.047
10.169235,0.0042,-0.0127,0.0761,0.077
10.177985,0.0164,-0.0125,0.0617,0.065
10.185571,-0.0078,-0.0053,0.1455,0.146
10.193075,0.0380,0.0041,-0.0508,0.064
10.201615,0.0210,-0.0176,0.1599,0.162
10.208900,0.0066,-0.0150,0.0043,0.017
10.218124,0.0257,-0.0296,0.0785,0.088
10.227842,0.0139,-0.0079,0.0953,0.097
10.235371,-0.0006,-0.0128,0.0474,0.049
10.245205,0.0140,-0.0223,0.0713,0.076
10.251582,0.0069,-0.0149,0.1048,0.106
10.256492,0.0142,-0.0126,0.0378,0.042
10.264447,0.0143,-0.0150,0.0881,0.090
10.272580,0.0118,-0.0054,0.0737,0.075
10.281111,0.0021,-0.0101,0.0354,0.037
10.289634,0.0118,-0.0125,0.0617,0.064
10.297390,0.0070,-0.0029,0.0953,0.096
10.304963,-0.0001,-0.0077,0.0450,0.046
10.312786,0.0021,-0.0052,0.0785,0.079
10.321325,0.0069,-0.0124,0.0641,0.066
10.328778,0.0047,-0.0028,0.0450,0.045
10.336622,0.0021,-0.0315,0.0809,0.087
10.345499,0.0070,-0.0027,0.0522,0.053
10.352782,0.0094,-0.0075,0.0546,0.056
10.360906,-0.0025,-0.0123,0.0809,0.082
10.368870,0.0046,-0.0025,0.0378,0.038
10.377286,-0.0027,-0.0122,0.0785,0.079
10.386372,0.0022,-0.0075,0.0713,0.072
10.393098,0.0094,-0.0146,0.0498,0.053
10.402003,0.0143,-0.0098,0.0617,0.064
10.410388,0.0143,-0.0074,0.0641,0.066
10.419289,0.0239,-0.0218,0.0737,0.081
10.427719,0.0240,-0.0123,0.0809,0.085
10.435483,0.0167,-0.0290,0.0761,0.083
10.444512,0.0144,-0.0027,0.0761,0.077
10.455882,0.0120,-0.0051,0.0617,0.063
10.461215,0.0120,-0.0051,0.0665,0.068
10.464634,-0.0024,-0.0148,0.0713,0.073
10.472312,-0.0001,-0.0364,0.0617,0.072
10.481597,-0.0049,-0.0101,0.0617,0.063
10.489677,-0.0002,-0.0171,0.0689,0.071
10.497861,0.0117,-0.0266,0.0641,0.070
10.505043,0.0021,-0.0052,0.0617,0.062
10.513086,-0.0051,-0.0220,0.0522,0.057
10.521790,0.0211,-0.0053,0.0833,0.086
10.528965,-0.0028,-0.0149,0.0522,0.054
10.536687,0.0163,-0.0270,0.0713,0.078
10.546520,0.0044,-0.0126,0.0522,0.054
10.552817,-0.0028,0.0018,0.0737,0.074
10.560959,0.0140,-0.0054,0.0929,0.094
10.569027,0.0069,-0.0054,0.0665,0.067
10.577695,0.0022,-0.0151,0.0809,0.082
10.585633,-0.0003,-0.0199,0.0665,0.069
10.593820,0.0118,-0.0175,0.0761,0.079
10.601285,0.0045,-0.0271,0.0593,0.065
10.609687,0.0070,-0.0174,0.0665,0.069
10.618570,0.0191,-0.0150,0.0713,0.075
10.626930,-0.0073,-0.0175,0.0809,0.083
10.634508,0.0141,-0.0007,0.0713,0.073
10.643825,0.0213,-0.0079,0.0593,0.064
10.655747,0.0070,-0.0317,0.0689,0.076
10.661162,0.0166,-0.0101,0.0593,0.062
10.667570,0.0309,-0.0125,0.0785,0.085
10.676163,0.0165,-0.0125,0.0617,0.065
10.681469,0.0069,-0.0078,0.0857,0.086
10.690314,-0.0003,-0.0126,0.0785,0.080
10.697107,0.0045,-0.0246,0.0833,0.087
10.704902,0.0045,-0.0150,0.0857,0.087
10.712841,0.0021,-0.0150,0.0689,0.071
10.721303,0.0116,-0.0342,0.0761,0.084
10.729359,-0.0148,-0.0198,0.0522,0.058
10.737963,-0.0004,-0.0149,0.0665,0.068
10.747980,0.0044,-0.0101,0.0809,0.082
10.752689,0.0069,-0.0030,0.0570,0.057
10.761184,0.0044,-0.0197,0.0761,0.079
10.768936,0.0164,-0.0124,0.0522,0.056
10.776807,0.0069,-0.0149,0.0570,0.059
10.784835,0.0189,0.0041,0.0785,0.081
10.793112,0.0046,-0.0199,0.0617,0.065
10.800935,0.0117,-0.0078,0.0665,0.068
10.809643,0.0093,-0.0006,0.0617,0.062
10.817353,0.0044,-0.0173,0.0977,0.099
10.826307,0.0021,-0.0292,0.0809,0.086
10.834652,0.0093,-0.0076,0.0641,0.065
10.843143,0.0139,-0.0100,0.0617,0.064
10.854464,0.0043,-0.0003,0.0641,0.064
10.859971,0.0091,-0.0003,0.0689,0.070
10.868177,0.0068,-0.0123,0.0857,0.087
10.876206,0.0090,-0.0172,0.0881,0.090
10.884615,0.0091,-0.0219,0.0857,0.089
10.889284,0.0043,-0.0052,0.0713,0.072
10.897223,0.0138,-0.0052,0.0737,0.075
10.905460,0.0137,-0.0123,0.0713,0.074
10.913650,0.0066,-0.0100,0.0450,0.047
10.922292,0.0091,-0.0004,0.0593,0.060
10.929650,-0.0028,-0.0220,0.0785,0.082
10.937278,0.0093,-0.0148,0.1000,0.102
10.947335,0.0116,-0.0173,0.0689,0.072
10.952818,0.0164,-0.0052,0.0809,0.083
10.961090,-0.0004,-0.0028,0.0713,0.071
10.968417,0.0115,-0.0196,0.0617,0.066
10.977528,0.0092,-0.0052,0.0785,0.079
10.984957,0.0094,-0.0171,0.0809,0.083
10.994313,0.0142,-0.0050,0.0617,0.064
11.002228,0.0119,-0.0146,0.0641,0.067
11.008750,0.0046,-0.0050,0.0857,0.086
11.018111,0.0118,-0.0242,0.0737,0.078
11.026088,0.0070,-0.0218,0.0665,0.070
11.034833,0.0141,-0.0051,0.0569,0.059
11.043518,0.0045,-0.0170,0.0761,0.078
11.054916,0.0045,-0.0051,0.0785,0.079
11.060140,0.0212,-0.0099,0.0785,0.082
11.067290,0.0092,-0.0100,0.0785,0.080
11.075873,0.0021,-0.0076,0.0569,0.057
11.081204,0.0140,-0.0052,0.0713,0.073
11.089667,0.0069,-0.0077,0.0761,0.077
11.097355,0.0070,-0.0174,0.0474,0.051
11.106236,0.0212,-0.0031,0.0833,0.086
11.113356,0.0045,-0.0078,0.0833,0.084
11.121036,0.0140,-0.0102,0.0593,0.062
11.128828,0.0092,-0.0078,0.0617,0.063
11.136954,0.0070,-0.0197,0.0857,0.088
11.146422,0.0093,-0.0125,0.0737,0.075
11.152807,0.0189,-0.0031,0.0857,0.088
11.161714,0.0164,-0.0103,0.0522,0.056
11.169709,-0.0003,-0.0127,0.0713,0.072
11.177262,0.0166,-0.0174,0.0737,0.078
11.184864,0.0165,-0.0151,0.0713,0.075
11.192796,-0.0098,-0.0079,0.0593,0.061
11.201531,0.0046,-0.0221,0.0593,0.063
11.209301,0.0143,-0.0197,0.0665,0.071
11.216516,0.0023,-0.0173,0.0498,0.053
11.229104,0.0046,-0.0126,0.0737,0.075
11.233791,0.0046,-0.0293,0.0546,0.062
11.241904,0.0142,-0.0005,0.0761,0.077
11.250954,0.0165,-0.0171,0.0857,0.089
11.257545,0.0021,-0.0003,0.0689,0.069
11.266325,-0.0074,-0.0121,0.0785,0.080
11.272309,0.0119,0.0023,0.0905,0.091
11.281070,0.0049,0.0096,0.0761,0.077
11.289039,0.0027,-0.0285,0.0641,0.070
11.297226,0.0122,-0.0115,0.0809,0.083
11.305295,0.0074,-0.0016,0.0617,0.062
11.312567,0.0052,-0.0085,0.0689,0.070
11.321207,-0.0042,-0.0346,0.0737,0.082
11.329277,-0.0041,-0.0152,0.0832,0.085
11.337103,0.0152,-0.0222,0.0569,0.063
11.345341,0.0008,-0.0197,0.0976,0.100
11.352911,0.0033,-0.0744,0.2867,0.296
11.361426,0.0834,-0.0087,-0.1945,0.212
11.369371,-0.0143,-0.0321,0.0880,0.095
11.376930,0.0214,-0.0274,0.1407,0.145
11.385385,0.0024,-0.0104,0.0473,0.048
11.393405,0.0145,-0.0320,0.0305,0.047
11.401677,-0.0071,-0.0176,0.1383,0.140
11.410067,0.0143,-0.0175,0.0185,0.029
11.417963,0.0048,-0.0413,0.0880,0.097
11.426407,0.0142,-0.0007,0.0880,0.089
11.434179,0.0143,-0.0053,0.0353,0.038
11.442758,0.0163,-0.0077,0.0688,0.071
11.454560,0.0139,-0.0101,0.0808,0.083
11.460453,0.0114,-0.0172,0.0569,0.060
11.467360,-0.0101,-0.0100,0.0593,0.061
11.474925,0.0066,-0.0269,0.0808,0.085
11.480605,0.0189,-0.0076,0.0592,0.063
11.489116,0.0213,0.0043,0.0760,0.079
11.497027,0.0045,0.0019,0.0640,0.064
11.504694,0.0045,-0.0005,0.0640,0.064
11.512216,0.0046,-0.0053,0.0640,0.064
11.520308,0.0071,-0.0125,0.0856,0.087
11.529160,0.0095,-0.0151,0.0808,0.083
11.537023,0.0048,-0.0007,0.0688,0.069
11.544773,-0.0024,-0.0198,0.0712,0.074
11.552694,0.0169,-0.0079,0.0784,0.081
11.560722,0.0146,-0.0150,0.0808,0.083
11.568921,0.0193,-0.0030,0.0592,0.062
11.577561,0.0170,-0.0221,0.0928,0.097
11.584968,-0.0047,-0.0197,0.0832,0.086
11.592762,0.0098,-0.0124,0.0545,0.057
11.601067,0.0217,-0.0197,0.0592,0.066
11.608955,-0.0022,-0.0102,0.0736,0.074
11.617964,0.0002,-0.0032,0.0616,0.062
11.626327,0.0195,-0.0152,0.0712,0.075
11.634384,0.0003,-0.0200,0.0712,0.074
11.643009,0.0003,-0.0199,0.0808,0.083
11.650635,0.0051,-0.0343,0.0592,0.069
11.662269,0.0099,-0.0031,0.0592,0.060
11.668032,-0.0021,-0.0152,0.0712,0.073
11.675882,0.0003,-0.0127,0.0688,0.070
11.684274,0.0122,-0.0103,0.0568,0.059
11.689752,0.0002,-0.0127,0.0640,0.065
11.698202,-0.0045,-0.0104,0.0856,0.086
11.705052,0.0147,-0.0153,0.0760,0.079
11.713024,-0.0068,-0.0105,0.0712,0.072
11.721970,0.0052,-0.0200,0.0736,0.076
11.729050,-0.0116,-0.0129,0.0569,0.059
11.737087,0.0124,-0.0224,0.0616,0.067
11.745501,0.0076,-0.0176,0.0760,0.078
11.753536,0.0124,-0.0201,0.0904,0.093
11.761691,0.0197,-0.0128,0.0640,0.068
11.769111,0.0077,-0.0152,0.0760,0.078
11.777482,0.0099,-0.0224,0.0664,0.071
11.784847,0.0052,-0.0055,0.0760,0.076
11.792798,-0.0091,-0.0271,0.0856,0.090
11.800953,0.0076,-0.0270,0.0664,0.072
11.808937,0.0126,-0.0248,0.0712,0.076
11.817227,0.0197,-0.0031,0.0688,0.072
11.826458,0.0078,-0.0246,0.0712,0.076
11.833203,0.0054,-0.0318,0.0880,0.094
11.842248,0.0030,-0.0102,0.0712,0.072
11.850039,0.0079,-0.0174,0.0712,0.074
11.862338,0.0030,-0.0053,0.0784,0.079
11.867356,0.0102,-0.0077,0.0784,0.079
11.874447,0.0077,-0.0077,0.0808,0.082
11.883807,0.0101,-0.0005,0.0808,0.081
11.888802,-0.0019,-0.0006,0.0664,0.066
11.897860,0.0029,-0.0223,0.0712,0.075
11.905582,0.0076,-0.0176,0.0760,0.078
11.913434,-0.0068,-0.0128,0.0640,0.066
11.921383,0.0124,-0.0131,0.0569,0.060
11.929034,0.0053,-0.0158,0.0592,0.062
11.937286,0.0007,-0.0068,0.1071,0.107
11.948469,0.0034,-0.0121,0.1000,0.101
11.956012,0.0034,-0.0147,0.0736,0.075
11.960368,0.0058,-0.0122,0.0784,0.080
11.968605,0.0009,-0.0216,0.0712,0.074
11.977101,0.0127,-0.0190,0.0736,0.077
11.984832,-0.0064,-0.0046,0.0688,0.069
11.992969,0.0080,-0.0093,0.0593,0.061
12.001055,0.0056,-0.0188,0.0832,0.085
12.008688,0.0320,-0.0092,0.0640,0.072
12.018382,0.0128,-0.0284,0.0712,0.078
12.025179,0.0080,-0.0140,0.0784,0.080
12.033250,0.0103,-0.0140,0.0640,0.066
12.041764,-0.0088,-0.0093,0.0569,0.058
12.051713,0.0055,-0.0285,0.0593,0.066
12.062342,0.0033,-0.0238,0.0640,0.068
12.066333,0.0057,-0.0046,0.0664,0.067
12.075535,0.0249,-0.0119,0.0832,0.088
12.083177,0.0010,-0.0264,0.0616,0.067
12.091770,-0.0013,-0.0121,0.0880,0.089
12.100363,0.0202,0.0046,0.0736,0.076
12.105594,0.0154,0.0093,0.0928,0.095
12.112827,0.0105,-0.0314,0.0808,0.087
12.121778,0.0105,0.0020,0.0593,0.060
12.128901,0.0009,0.0020,0.0640,0.064
12.136943,0.0056,-0.0029,0.0856,0.086
12.144877,0.0128,-0.0100,0.0712,0.073
12.152879,0.0030,-0.0220,0.0808,0.084
12.160894,0.0101,-0.0125,0.0641,0.066
12.168325,0.0102,-0.0173,0.0521,0.056
12.176544,0.0031,-0.0126,0.0784,0.079
12.184379,0.0054,-0.0199,0.0712,0.074
12.196538,-0.0018,-0.0103,0.0976,0.098
12.201024,0.0102,-0.0175,0.0904,0.093
12.208927,0.0198,-0.0102,0.0760,0.079
12.219053,0.0151,-0.0127,0.0856,0.088
12.224629,-0.0041,-0.0008,0.0353,0.036
12.232515,0.0195,-0.0319,0.1335,0.139
12.241112,0.0035,-0.0174,0.0305,0.035
12.251965,0.0297,-0.0056,0.1000,0.104
12.256307,0.0128,-0.0056,0.0760,0.077
12.264680,0.0128,-0.0057,0.0688,0.070
12.273194,-0.0016,-0.0104,0.0425,0.044
12.282301,0.0079,-0.0056,0.0617,0.062
12.291282,0.0080,-0.0269,0.0832,0.088
12.300934,0.0056,-0.0103,0.0832,0.084
12.305494,0.0106,-0.0127,0.0880,0.090
12.313053,0.0249,-0.0008,0.0617,0.067
12.321074,0.0224,-0.0031,0.0545,0.059
12.328822,0.0033,-0.0055,0.0736,0.074
12.336966,0.0223,-0.0103,0.0904,0.094
12.344267,-0.0064,-0.0150,0.0736,0.075
12.352370,0.0175,-0.0175,0.0736,0.078
12.360619,0.0152,-0.0031,0.0784,0.080
12.368343,-0.0089,-0.0151,0.0808,0.083
12.376706,0.0005,-0.0030,0.0617,0.062
12.384472,0.0173,-0.0174,0.0617,0.066
12.393424,0.0150,-0.0077,0.0880,0.090
12.401236,0.0103,-0.0223,0.0760,0.080
12.408648,0.0103,-0.0151,0.0712,0.074
12.416563,0.0031,0.0042,0.0784,0.079
12.424886,0.0174,-0.0197,0.0808,0.085
12.433683,0.0079,-0.0077,0.0688,0.070
12.442987,0.0054,-0.0148,0.0832,0.085
12.450880,0.0172,-0.0029,0.0665,0.069
12.462276,0.0171,0.0042,0.0856,0.087
12.468007,0.0076,-0.0030,0.0832,0.084
12.474484,0.0125,-0.0006,0.0760,0.077
12.483036,0.0102,-0.0126,0.0808,0.082
12.491755,0.0100,-0.0078,0.0712,0.072
12.500886,0.0195,-0.0078,0.0760,0.079
12.509479,-0.0044,-0.0078,0.0641,0.065
12.513286,0.0147,-0.0006,0.0712,0.073
12.521264,0.0076,-0.0174,0.0736,0.076
12.529789,0.0125,0.0136,0.0904,0.092
12.536822,0.0173,-0.0272,0.0545,0.063
12.545208,-0.0091,-0.0128,0.0832,0.085
12.553195,0.0030,0.0159,0.0569,0.059
12.561042,0.0030,-0.0105,0.0617,0.063
12.568869,0.0078,-0.0034,0.0784,0.079
12.577619,0.0268,-0.0082,0.0808,0.086
12.585041,0.0125,-0.0035,0.0593,0.061
12.592802,0.0172,-0.0202,0.0641,0.069
12.600890,0.0268,0.0014,0.0760,0.081
12.609232,0.0124,-0.0131,0.0856,0.087
12.618026,-0.0018,-0.0204,0.0689,0.072
12.626279,0.0054,-0.0157,0.0784,0.080
12.634046,0.0078,-0.0157,0.0521,0.055
12.642994,0.0172,-0.0110,0.0545,0.058
12.651908,0.0197,0.0057,0.0832,0.086
12.662118,0.0029,-0.0110,0.0425,0.044
12.671596,0.0219,-0.0254,0.0856,0.092
12.676349,-0.0067,-0.0230,0.0569,0.062
12.683699,0.0028,-0.0230,0.0641,0.068
12.690531,0.0052,-0.0039,0.0593,0.060
12.700255,0.0101,-0.0206,0.0617,0.066
12.709732,0.0077,0.0056,0.0713,0.072
12.717741,0.0075,-0.0136,0.0784,0.080
12.721132,0.0147,-0.0112,0.0736,0.076
12.729616,0.0146,-0.0136,0.0713,0.074
12.737761,0.0097,0.0054,0.0713,0.072
12.745544,0.0073,-0.0162,0.0880,0.090
12.753490,0.0097,-0.0208,0.0737,0.077
12.761041,0.0001,-0.0040,0.0808,0.081
12.769427,0.0049,-0.0160,0.0665,0.069
12.777712,0.0049,-0.0160,0.0641,0.066
12.785198,0.0121,-0.0041,0.0832,0.084
12.793046,-0.0070,-0.0209,0.0545,0.059
12.801234,0.0097,-0.0114,0.0665,0.068
12.808897,0.0192,-0.0067,0.0713,0.074
12.817219,-0.0023,-0.0138,0.0832,0.084
12.825359,0.0241,-0.0043,0.0761,0.080
12.833841,0.0072,-0.0091,0.0569,0.058
12.842065,0.0191,-0.0045,0.0665,0.069
12.850605,0.0168,-0.0165,0.0689,0.073
12.858852,0.0070,-0.0164,0.0808,0.083
12.869148,-0.0074,-0.0188,0.0593,0.063
12.876283,0.0118,-0.0116,0.0904,0.092
12.883694,0.0142,-0.0142,0.0617,0.065
12.892155,0.0118,0.0024,0.0761,0.077
12.900209,0.0167,-0.0120,0.0832,0.086
12.908515,0.0167,-0.0240,0.0641,0.070
12.916898,0.0264,-0.0002,0.0689,0.074
12.921633,0.0072,-0.0050,0.0713,0.072
12.929148,0.0190,-0.0145,0.0928,0.096
12.937527,0.0118,-0.0169,0.0761,0.079
12.945014,0.0118,-0.0050,0.0689,0.070
12.952897,0.0141,-0.0146,0.0665,0.070
12.960662,0.0380,-0.0194,0.0713,0.083
12.968555,0.0093,-0.0267,0.1072,0.111
12.976432,0.0070,-0.0003,0.0737,0.074
12.984754,0.0166,-0.0147,0.0976,0.100
12.992964,0.0142,-0.0076,0.0761,0.078
13.001336,0.0094,-0.0101,0.0737,0.075
13.008814,0.0070,-0.0028,0.0761,0.076
13.017505,0.0023,-0.0077,0.0761,0.076
13.025246,-0.0026,-0.0198,0.0713,0.074
13.033396,0.0069,-0.0102,0.0880,0.089
13.042547,0.0164,-0.0127,0.0617,0.065
13.049734,0.0067,-0.0318,0.0641,0.072
13.057824,0.0043,-0.0438,0.0761,0.088
13.070294,0.0113,-0.0245,0.0761,0.081
13.075947,-0.0032,-0.0101,0.0785,0.079
13.083771,0.0016,-0.0029,0.0809,0.081
13.092164,0.0014,-0.0220,0.0641,0.068
13.100188,0.0039,-0.0099,0.0617,0.063
13.108588,0.0254,-0.0099,0.0689,0.074
13.117691,0.0109,-0.0123,0.0928,0.094
13.125261,0.0083,-0.0243,0.0665,0.071
13.129251,-0.0038,-0.0170,0.0689,0.071
13.137309,0.0154,0.0045,0.0881,0.090
13.145384,0.0129,-0.0290,0.0713,0.078
13.156049,0.0129,-0.0219,0.0761,0.080
13.162390,0.0105,-0.0243,0.0641,0.069
13.169476,-0.0016,-0.0147,0.0737,0.075
13.178162,0.0033,-0.0004,0.0761,0.076
13.185203,0.0058,-0.0147,0.0809,0.082
13.193104,0.0010,-0.0123,0.0737,0.075
13.200822,-0.0038,-0.0099,0.0713,0.072
13.208807,0.0034,-0.0052,0.0689,0.069
13.216609,0.0035,-0.0195,0.0665,0.069
13.227666,0.0084,-0.0052,0.0833,0.084
13.232357,0.0060,-0.0124,0.0785,0.080
13.240604,0.0059,-0.0196,0.0737,0.076
13.249193,0.0489,-0.0291,0.0306,0.065
13.256584,0.0179,-0.0124,0.1335,0.135
13.265139,-0.0271,0.0065,0.0329,0.043
13.272411,-0.0012,-0.0264,0.1693,0.171
13.280181,-0.0200,0.0006,0.0233,0.031
13.288794,-0.0223,-0.0050,0.0855,0.088
13.296459,0.0101,-0.0053,0.0543,0.056
13.305660,-0.0062,-0.0104,0.0352,0.037
13.314037,-0.0040,-0.0078,0.0903,0.091
13.322356,0.0049,-0.0053,0.0855,0.086
13.328546,-0.0061,0.0070,0.0520,0.053
13.336307,-0.0084,0.0030,0.0664,0.067
13.344492,0.0024,-0.0075,0.0760,0.076
13.352563,0.0425,-0.0366,0.0545,0.078
13.360622,0.0187,-0.0373,0.1120,0.119
13.368706,-0.0147,-0.0037,0.0737,0.075
13.376535,-0.0032,-0.0252,0.0856,0.089
